no,category,subcategory,arxiv_url,title,citations,source,additional_doi
862,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2507.11913 ,Scene Graph-Aided Probabilistic Semantic Communication for Image Transmission,0,ai_generated,10.1109/tmc.2025.3633495
861,Robotics,Robotic Perception,http://arxiv.org/abs/2507.11770 ,Generating Actionable Robot Knowledge Bases by Combining 3D Scene Graphs with Robot Ontologies,0,ai_generated,10.1109/iros60139.2025.11245658
860,Scene Graph,Dynamic Scene Graph,http://arxiv.org/abs/2507.09200 ,THYME: Temporal Hierarchical-Cyclic Interactivity Modeling for Video Scene Graphs in Aerial Footage,0,ai_generated,
859,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2507.05798 ,SPADE: Spatial-Aware Denoising Network for Open-vocabulary Panoptic Scene Graph Generation with Long- and Local-range Context Reasoning,0,ai_generated,
858,Reasoning,Reasoning,http://arxiv.org/abs/2507.13362 ,Enhancing Spatial Reasoning in Vision-Language Models via Chain-of-Thought Prompting and Reinforcement Learning,0,ai_generated,
857,Scene Graph,3D Scene Graph,http://arxiv.org/abs/2507.02861 ,LiteReality: Graphics-Ready 3D Scene Reconstruction from RGB-D Scans,0,ai_generated,
856,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2507.02029 ,RoboBrain 2.0 Technical Report,0,ai_generated,
855,Robotics,Robotic Perception,http://arxiv.org/abs/2506.22593 ,Pixels-to-Graph: Real-time Integration of Building Information Models and Scene Graphs for Semantic-Geometric Human-Robot Understanding,0,ai_generated,10.1109/case58245.2025.11163791
854,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2506.21839 ,GenEscape: Hierarchical Multi-Agent Generation of Escape Room Puzzles,0,ai_generated,
853,Others,Medical,http://arxiv.org/abs/2506.21813 ,CAT-SG: A Large Dynamic Scene Graph Dataset for Fine-Grained Understanding of Cataract Surgery,0,ai_generated,
852,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2506.21357 ,CoPa-SG: Dense Scene Graphs with Parametric and Proto-Relations,0,ai_generated,
851,Robotics,Task-planning,http://arxiv.org/abs/2506.20394 ,SPARK: Graph-Based Online Semantic Integration System for Robot Task Planning,0,ai_generated,
850,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2506.19683 ,Semantic Scene Graph for Ultrasound Image Explanation and Scanning Guidance,0,ai_generated,
849,Scene Graph,Dataset/Benchmark,http://arxiv.org/abs/2506.19639 ,HOIverse: A Synthetic Scene Graph Dataset With Human Object Interactions,0,ai_generated,10.1109/mipr67560.2025.00076
848,Robotics,Manipulation,http://arxiv.org/abs/2506.18825 ,SViP: Sequencing Bimanual Visuomotor Policies with Object-Centric Motion Primitives,0,ai_generated,
847,Others,Autonomous Driving,http://arxiv.org/abs/2506.17590 ,DRAMA-X: A Fine-grained Intent Prediction and Risk Reasoning Benchmark For Driving,0,ai_generated,
846,Scene Graph,3D Scene Graph,http://arxiv.org/abs/2506.15828 ,Context Matters! Relaxing Goals with LLMs for Feasible 3D Scene Planning,0,ai_generated,
845,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2506.15583 ,DiscoSG: Towards Discourse-Level Text Scene Graph Parsing through Iterative Graph Refinement,0,ai_generated,10.48448/qzvv-wa58
844,Robotics,Navigation,http://arxiv.org/abs/2506.15402 ,MCOO-SLAM: A Multi-Camera Omnidirectional Object SLAM System,0,ai_generated,
843,Robotics,Navigation,http://arxiv.org/abs/2506.14178 ,TACS-Graphs: Traversability-Aware Consistent Scene Graphs for Ground Robot Localization and Mapping,0,ai_generated,
842,Scene Graph,3D Scene Graph,http://arxiv.org/abs/2506.13629 ,FreeQ-Graph: Free-form Querying with Semantic Consistent Scene Graph for 3D Scene Understanding,0,ai_generated,
841,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2506.13149 ,Cognitive Synergy Architecture: SEGO for Human-Centric Collaborative Robots,0,ai_generated,
840,Robotics,Robotic Perception,http://arxiv.org/abs/2506.12525 ,A Spatial Relationship Aware Dataset for Robotics,0,ai_generated,10.1145/3746027.3758293
839,Robotics,Manipulation,http://arxiv.org/abs/2506.10966 ,GENMANIP: LLM-driven Simulation for Generalizable Instruction-Following Manipulation,0,ai_generated,
838,Reasoning,VQA,http://arxiv.org/abs/2506.08553 ,From Pixels to Graphs: using Scene and Knowledge Graphs for HD-EPIC VQA Challenge,0,ai_generated,
837,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2506.08189 ,Open World Scene Graph Generation using Vision Language Models,0,ai_generated,
836,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2506.07643 ,Synthetic Visual Genome,0,ai_generated,
835,Robotics,Task-planning,http://arxiv.org/abs/2506.07454 ,Language-Grounded Hierarchical Planning and Execution with Multi-Robot 3D Scene Graphs,0,ai_generated,
834,Scene Graph,3D Scene Graph,http://arxiv.org/abs/2506.06804 ,IRS: Instance-Level 3D Scene Graphs via Room Prior Guided LiDAR-Camera Fusion,0,ai_generated,
833,Scene Graph,3D Scene Graph,http://arxiv.org/abs/2506.06562 ,Towards Terrain-Aware Task-Driven 3D Scene Graph Generation in Outdoor Environments,0,ai_generated,
832,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2506.06560 ,Semantics-aware Predictive Inspection Path Planning,0,ai_generated,
831,Scene Graph,Dataset/Benchmark,http://arxiv.org/abs/2506.05787 ,EASG-Bench: Video Q&A Benchmark with Egocentric Action Scene Graphs,0,ai_generated,
830,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2506.05651 ,"Hallucinate, Ground, Repeat: A Framework for Generalized Visual Relationship Detection",0,ai_generated,
829,Robotics,Navigation,http://arxiv.org/abs/2506.04505 ,"SGN-CIRL: Scene Graph-based Navigation with Curriculum, Imitation, and Reinforcement Learning",0,ai_generated,
828,Reasoning,Reasoning,http://arxiv.org/abs/2506.03135 ,OmniSpatial: Towards Comprehensive Spatial Reasoning Benchmark for Vision Language Models,1,ai_generated,
827,Scene Graph,Dynamic Scene Graph,http://arxiv.org/abs/2506.03082 ,SG2VID: Scene Graphs Enable Fine-Grained Control for Video Synthesis,0,ai_generated,
826,Scene Graph,3D Scene Graph,http://arxiv.org/abs/2506.02781 ,FreeScene: Mixed Graph Diffusion for 3D Scene Synthesis from Free Prompts,0,ai_generated,
825,Scene Graph,Dynamic Scene Graph,http://arxiv.org/abs/2506.01487 ,FDSG: Forecasting Dynamic Scene Graphs,0,ai_generated,
824,Robotics,Robotic Perception,http://arxiv.org/abs/2506.01174 ,GraphPad: Inference-Time 3D Scene Graph Updates for Embodied Question Answering,0,ai_generated,
823,Robotics,Robotic Perception,http://arxiv.org/abs/2506.00083 ,Hi-Dyna Graph: Hierarchical Dynamic Scene Graph for Robotic Autonomy in Human-Centric Environments,0,ai_generated,
822,Others,Medical,http://arxiv.org/abs/2505.24287 ,EgoExOR: An Ego-Exo-Centric Operating Room Dataset for Surgical Activity Understanding,0,ai_generated,
821,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2505.23451 ,A Reverse Causal Framework to Mitigate Spurious Correlations for Debiasing Scene Graph Generation,0,ai_generated,10.1109/tpami.2025.3568644
820,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2505.21955 ,Towards Comprehensive Scene Understanding: Integrating First and Third-Person Views for LVLMs,0,ai_generated,
819,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2505.21322 ,Assured Autonomy with Neuro-Symbolic Perception,0,ai_generated,
818,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2505.20106 ,From Data to Modeling: Fully Open-vocabulary Scene Graph Generation,0,ai_generated,
817,Scene Graph,Dataset/Benchmark,http://arxiv.org/abs/2505.19510 ,LLM Meets Scene Graph: Can Large Language Models Understand and Generate Scene Graphs? A Benchmark and Empirical Study,0,ai_generated,10.18653/v1/2025.acl-long.1036
816,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2505.19507 ,Multimodal Machine Translation with Visual Scene Graph Pruning,0,ai_generated,
815,Scene Graph,3D Scene Graph,http://arxiv.org/abs/2505.19098 ,SPADE: Towards Scalable Path Planning Architecture on Actionable Multi-Domain 3D Scene Graphs,0,ai_generated,10.1109/iros60139.2025.11246795
814,Reasoning,Retrieval,http://arxiv.org/abs/2505.16237 ,Align-GRAG: Anchor and Rationale Guided Dual Alignment for Graph Retrieval-Augmented Generation,0,ai_generated,
813,Reasoning,Retrieval,http://arxiv.org/abs/2505.15867 ,SCENIR: Visual Semantic Clarity through Unsupervised Scene Graph Retrieval,0,ai_generated,
812,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2505.09118 ,Seeing Beyond the Scene: Enhancing Vision-Language Models with Interactional Reasoning,0,ai_generated,
811,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2505.07815 ,"Imagine, Verify, Execute: Memory-guided Agentic Exploration with Vision-Language Models",0,ai_generated,
810,Scene Graph,3D Scene Graph,http://arxiv.org/abs/2505.04058 ,LSVG: Language-Guided Scene Graphs with 2D-Assisted Multi-Modal Encoding for 3D Visual Grounding,0,ai_generated,10.1016/j.patcog.2025.112926
809,Scene Graph,Dynamic Scene Graph,http://arxiv.org/abs/2505.03581 ,DyGEnc: Encoding a Sequence of Textual Scene Graphs to Reason and Answer Questions in Dynamic Scenes,0,ai_generated,
808,Robotics,Navigation,http://arxiv.org/abs/2505.03128 ,HCOA*: Hierarchical Class-ordered A* for Navigation in Semantic Environments,0,ai_generated,
807,Robotics,Manipulation,http://arxiv.org/abs/2505.03035 ,MORE: Mobile Manipulation Rearrangement Through Grounded Language Reasoning,0,ai_generated,
806,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2505.02405 ,Estimating Commonsense Scene Composition on Belief Scene Graphs,0,ai_generated,10.1109/icra55743.2025.11127920
805,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2505.00831 ,"SmallPlan: Leverage Small Language Models for Sequential Path Planning with Simulation-Powered, LLM-Guided Distillation",0,ai_generated,
804,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2504.21360 ,ImaginateAR: AI-Assisted In-Situ Authoring in Augmented Reality,0,ai_generated,10.1145/3746059.3747635
803,Reasoning,VQA,http://arxiv.org/abs/2504.20091 ,VideoMultiAgents: A Multi-Agent Framework for Video Question Answering,0,ai_generated,
802,Robotics,Navigation,http://arxiv.org/abs/2504.16782 ,Graph2Nav: 3D Object-Relation Graph Generation to Robot Navigation,0,ai_generated,
801,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2504.15785 ,WALL-E 2.0: World Alignment by NeuroSymbolic Learning improves World Model-based LLM Agents,0,ai_generated,
800,Scene Graph,3D Scene Graph,http://arxiv.org/abs/2504.15049 ,ScanEdit: Hierarchically-Guided Functional 3D Scan Editing,0,ai_generated,
799,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2504.14440 ,SG-Reg: Generalizable and Efficient Scene Graph Registration,0,ai_generated,10.1109/tro.2025.3577020
798,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2504.13617 ,Compile Scene Graphs with Reinforcement Learning,0,ai_generated,
797,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2504.12606 ,Robo-SGG: Exploiting Layout-Oriented Normalization and Restitution Can Improve Robust Scene Graph Generation,0,ai_generated,
796,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2504.12100 ,Generalized Visual Relation Detection with Diffusion Models,0,ai_generated,
795,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2504.10798 ,AdapCsiNet: Environment-Adaptive CSI Feedback via Scene Graph-Aided Deep Learning,0,ai_generated,
794,Robotics,Navigation,http://arxiv.org/abs/2504.09587 ,GeoNav: Empowering MLLMs with Explicit Geospatial Reasoning Abilities for Language-Goal Aerial Navigation,0,ai_generated,
793,Scene Graph,3D Scene Graph,http://arxiv.org/abs/2504.08307 ,DSM: Constructing a Diverse Semantic Map for 3D Visual Grounding,0,ai_generated,
792,Scene Graph,Dynamic Scene Graph,http://arxiv.org/abs/2504.07867 ,SAMJAM: Zero-Shot Video Scene Graph Generation for Egocentric Kitchen Videos,0,ai_generated,
791,Robotics,Task-planning,http://arxiv.org/abs/2504.06661 ,Domain-Conditioned Scene Graphs for State-Grounded Task Planning,0,ai_generated,10.1109/iros60139.2025.11247213
790,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2504.06553 ,ASHiTA: Automatic Scene-grounded HIerarchical Task Analysis,0,ai_generated,
789,Reasoning,VQA,http://arxiv.org/abs/2504.05463 ,REVEAL: Relation-based Video Representation Learning for Video-Question-Answering,0,ai_generated,
788,Others,Autonomous Driving,http://arxiv.org/abs/2504.03164 ,NuScenes-SpatialQA: A Spatial Understanding and Reasoning Benchmark for Vision-Language Models in Autonomous Driving,0,ai_generated,
787,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2504.01089 ,HomeEmergency -- Using Audio to Find and Respond to Emergencies in the Home,0,ai_generated,
786,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2504.00844 ,PRISM-0: A Predicate-Rich Scene Graph Generation Framework for Zero-Shot Open-Vocabulary Tasks,1,ai_generated,
785,Robotics,Task-planning,http://arxiv.org/abs/2504.00775 ,Visual Environment-Interactive Planning for Embodied Complex-Question Answering,0,ai_generated,10.1109/tcsvt.2025.3538860
784,Scene Graph,Dynamic Scene Graph,http://arxiv.org/abs/2503.23679 ,The Devil is in the Distributions: Explicit Modeling of Scene Content is Key in Zero-Shot Video Captioning,0,ai_generated,
783,Scene Graph,3D Scene Graph,http://arxiv.org/abs/2503.19199 ,Open-Vocabulary Functional 3D Scene Graphs for Real-World Indoor Spaces,0,ai_generated,10.1109/cvpr52734.2025.01807
782,Robotics,Manipulation,http://arxiv.org/abs/2503.18988 ,SG-Tailor: Inter-Object Commonsense Relationship Reasoning for Scene Graph Manipulation,0,ai_generated,
781,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2503.17862 ,A Causal Adjustment Module for Debiasing Scene Graph Generation,0,ai_generated,10.1109/tpami.2025.3537283
780,Scene Graph,Dataset/Benchmark,http://arxiv.org/abs/2503.17224 ,Neuro-Symbolic Scene Graph Conditioning for Synthetic Image Dataset Generation,0,ai_generated,
779,Scene Graph,Dynamic Scene Graph,http://arxiv.org/abs/2503.16867 ,ETVA: Evaluation of Text-to-Video Alignment via Fine-grained Question Generation and Answering,0,ai_generated,
778,Scene Graph,Dataset/Benchmark,http://arxiv.org/abs/2503.17406 ,IRef-VLA: A Benchmark for Interactive Referential Grounding with Imperfect Language in 3D Scenes,0,ai_generated,
777,Scene Graph,Dynamic Scene Graph,http://arxiv.org/abs/2503.15846 ,What can Off-the-Shelves Large Multi-Modal Models do for Dynamic Scene Graph Generation?,0,ai_generated,
776,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2503.15761 ,GraPLUS: Graph-based Placement Using Semantics for Image Composition,0,ai_generated,
775,Robotics,Robotic Perception,http://arxiv.org/abs/2503.15202 ,"A Unified Framework for Real-Time Failure Handling in Robotics Using Vision-Language Models, Reactive Planner and Behavior Trees",0,ai_generated,10.1109/case58245.2025.11164021
774,Scene Graph,3D Scene Graph,http://arxiv.org/abs/2503.15091 ,Intelligent Spatial Perception by Building Hierarchical 3D Scene Graphs for Indoor Scenarios with the Help of LLMs,0,ai_generated,
773,Scene Graph,3D Scene Graph,http://arxiv.org/abs/2503.15019 ,Learning 4D Panoptic Scene Graph Generation from Rich 2D Visual Scene,0,ai_generated,10.1109/cvpr52734.2025.02285
772,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2503.15005 ,Universal Scene Graph Generation,0,ai_generated,10.1109/cvpr52734.2025.01321
771,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2503.14607 ,Can Large Vision Language Models Read Maps Like a Human?,1,ai_generated,
770,Scene Graph,Dynamic Scene Graph,http://arxiv.org/abs/2503.13957 ,DIFFVSGG: Diffusion-Driven Online Video Scene Graph Generation,0,ai_generated,10.1109/cvpr52734.2025.02715
769,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2503.13947 ,Conformal Prediction and MLLM aided Uncertainty Quantification in Scene Graph Generation,0,ai_generated,10.1109/cvpr52734.2025.01090
768,Scene Graph,3D Scene Graph,http://arxiv.org/abs/2503.12974 ,Exploring 3D Reasoning-Driven Planning: From Implicit Human Intentions to Route-Aware Activity Planning,0,ai_generated,
767,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2503.12552 ,MTGS: Multi-Traversal Gaussian Splatting,0,ai_generated,
766,Scene Graph,Dynamic Scene Graph,http://arxiv.org/abs/2503.14524 ,Salient Temporal Encoding for Dynamic Scene Graph Generation,0,ai_generated,
765,Robotics,Manipulation,http://arxiv.org/abs/2503.12034 ,Real-Time Manipulation Action Recognition with a Factorized Graph Sequence Encoder,0,ai_generated,
764,Scene Graph,3D Scene Graph,http://arxiv.org/abs/2503.11958 ,"CHOrD: Generation of Collision-Free, House-Scale, and Organized Digital Twins for 3D Indoor Scenes with Controllable Floor Plans and Optimal Layouts",0,ai_generated,
763,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2503.11113 ,Vipera: Towards systematic auditing of generative text-to-image models at scale,0,ai_generated,10.1145/3706599.3719757
762,Scene Graph,Dynamic Scene Graph,http://arxiv.org/abs/2503.11089 ,EmbodiedVSR: Dynamic Scene Graph-Guided Chain-of-Thought Reasoning for Visual Spatial Tasks,0,ai_generated,
761,Robotics,Navigation,http://arxiv.org/abs/2503.10986 ,Image-Goal Navigation Using Refined Feature Guidance and Scene Graph Enhancement,0,ai_generated,10.1109/iros60139.2025.11247696
760,Robotics,Navigation,http://arxiv.org/abs/2503.10630 ,UniGoal: Towards Universal Zero-shot Goal-oriented Navigation,0,ai_generated,
759,Robotics,Navigation,http://arxiv.org/abs/2503.10331 ,OSMa-Bench: Evaluating Open Semantic Mapping Under Varying Lighting Conditions,0,ai_generated,10.1109/iros60139.2025.11247603
758,Scene Graph,3D Scene Graph,http://arxiv.org/abs/2503.09173 ,Long-Term Planning Around Humans in Domestic Environments with 3D Scene Graphs,0,ai_generated,
757,Scene Graph,3D Scene Graph,http://arxiv.org/abs/2503.08474 ,Collaborative Dynamic 3D Scene Graphs for Open-Vocabulary Urban Scene Understanding,0,ai_generated,
756,Scene Graph,3D Scene Graph,http://arxiv.org/abs/2503.07909 ,FunGraph: Functionality Aware 3D Scene Graphs for Language-Prompted Scene Interaction,0,ai_generated,10.1109/iros60139.2025.11247555
755,Scene Graph,3D Scene Graph,http://arxiv.org/abs/2503.07152 ,Controllable 3D Outdoor Scene Generation via Scene Graphs,0,ai_generated,
754,Reasoning,VQA,http://arxiv.org/abs/2503.06820 ,Towards Fine-Grained Video Question Answering,0,ai_generated,
753,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2503.06182 ,FORESCENE: FOREcasting human activity via latent SCENE graphs diffusion,0,ai_generated,
752,Scene Graph,3D Scene Graph,http://arxiv.org/abs/2503.04034 ,GaussianGraph: 3D Gaussian-based Scene Graph Generation for Open-world Scene Understanding,0,ai_generated,10.1109/iros60139.2025.11246515
751,Scene Graph,3D Scene Graph,http://arxiv.org/abs/2503.03412 ,REACT: Real-time Efficient Attribute Clustering and Transfer for Updatable 3D Scene Graph,0,ai_generated,10.1109/iros60139.2025.11247273
750,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2503.03340 ,EnigmaToM: Improve LLMs' Theory-of-Mind Reasoning Capabilities with Neural Knowledge Base of Entity States,0,ai_generated,
749,Others,Medical,http://arxiv.org/abs/2503.02579 ,MM-OR: A Large Multimodal Operating Room Dataset for Semantic Understanding of High-Intensity Surgical Environments,-1,ai_generated,
748,Robotics,Navigation,http://arxiv.org/abs/2503.02050 ,DYNEMO-SLAM: Dynamic Entity and Motion-Aware 3D Scene Graph SLAM,0,ai_generated,
747,Robotics,Navigation,http://arxiv.org/abs/2503.01783 ,vS-Graphs: Tightly Coupling Visual SLAM and 3D Scene Graphs Exploiting Hierarchical Scene Understanding,0,ai_generated,
746,Scene Graph,Dynamic Scene Graph,http://arxiv.org/abs/2503.00548 ,Unbiased Video Scene Graph Generation via Visual and Semantic Dual Debiasing,0,ai_generated,10.1109/cvpr52734.2025.01774
745,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2502.18735 ,QueryAdapter: Rapid Adaptation of Vision-Language Models in Response to Natural Language Queries,0,ai_generated,
744,Robotics,Navigation,http://arxiv.org/abs/2502.18044 ,S-Graphs 2.0 -- A Hierarchical-Semantic Optimization and Loop Closure for SLAM,0,ai_generated,
743,Scene Graph,Dynamic Scene Graph,http://arxiv.org/abs/2502.16427 ,Fine-Grained Captioning of Long Videos through Scene Graph Consolidation,0,ai_generated,
742,Scene Graph,Dynamic Scene Graph,http://arxiv.org/abs/2502.15370 ,Weakly Supervised Video Scene Graph Generation via Natural Language Supervision,1,ai_generated,
741,Scene Graph,3D Scene Graph,http://arxiv.org/abs/2502.15309 ,DynamicGSG: Dynamic 3D Gaussian Scene Graphs for Environment Adaptation,0,ai_generated,10.1109/iros60139.2025.11246569
740,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2502.14113 ,Object-centric Binding in Contrastive Language-Image Pretraining,0,ai_generated,
739,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2502.10127 ,Leveraging V2X for Collaborative HD Maps Construction Using Scene Graph Generation,0,ai_generated,10.1109/vtc2025-fall65116.2025.11309885
738,Others,Medical,http://arxiv.org/abs/2502.07945 ,SurGrID: Controllable Surgical Simulation via Scene Graph to Image Diffusion,0,ai_generated,10.1007/s11548-025-03397-y
737,Scene Graph,3D Scene Graph,http://arxiv.org/abs/2502.05874 ,MMGDreamer: Mixed-Modality Graph for Geometry-Controllable 3D Indoor Scene Generation,0,ai_generated,
736,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2502.03856 ,Taking A Closer Look at Interacting Objects: Interaction-Aware Open Vocabulary Scene Graph Generation,0,ai_generated,
735,Scene Graph,3D Scene Graph,http://arxiv.org/abs/2502.06819 ,Functional 3D Scene Synthesis through Human-Scene Optimization,0,ai_generated,
734,Reasoning,Reasoning,http://arxiv.org/abs/2502.03450 ,Schema-Guided Scene-Graph Reasoning based on Multi-Agent Large Language Model System,0,ai_generated,
733,Scene Graph,3D Scene Graph,http://arxiv.org/abs/2502.01949 ,LAYOUTDREAMER: Physics-guided Layout for Text-to-3D Compositional Scene Generation,0,ai_generated,
732,Scene Graph,3D Scene Graph,http://arxiv.org/abs/2502.00708 ,PhiP-G: Physics-Guided Text-to-3D Compositional Scene Generation,0,ai_generated,
731,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2501.14914 ,Light3R-SfM: Towards Feed-forward Structure-from-Motion,0,ai_generated,
730,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2501.14520 ,Scene Understanding Enabled Semantic Communication with Open Channel Coding,0,ai_generated,
729,Scene Graph,Dataset/Benchmark,http://arxiv.org/abs/2501.14832 ,Resource Allocation Driven by Large Models in Future Semantic-Aware Networks,0,ai_generated,
728,Scene Graph,Dynamic Scene Graph,http://arxiv.org/abs/2501.09733 ,ComplexVAD: Detecting Interaction Anomalies in Video,0,ai_generated,
727,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2501.09041 ,Generative Visual Commonsense Answering and Explaining with Generative Scene Graph Constructing,0,ai_generated,
726,Robotics,Navigation,http://arxiv.org/abs/2501.08575 ,GOTPR: General Outdoor Text-based Place Recognition Using Scene Graph Retrieval with OpenStreetMap,0,ai_generated,10.1109/lra.2025.3568306
725,Scene Graph,Dataset/Benchmark,http://arxiv.org/abs/2501.07214 ,TimeLogic: A Temporal Logic Benchmark for Video QA,0,ai_generated,
724,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2501.05687 ,UniQ: Unified Decoder with Task-specific Queries for Efficient Scene Graph Generation,0,ai_generated,10.1145/3664647.3681542
723,Reasoning,VQA,http://arxiv.org/abs/2501.04303 ,Graph-Based Multimodal Contrastive Learning for Chart Question Answering,0,ai_generated,10.1145/3726302.3730204
722,Robotics,Navigation,http://arxiv.org/abs/2501.04279 ,OpenIN: Open-Vocabulary Instance-Oriented Navigation in Dynamic Domestic Environments,0,ai_generated,
721,Reasoning,VQA,http://arxiv.org/abs/2412.20927 ,Enhanced Multimodal RAG-LLM for Accurate Visual Question Answering,2,ai_generated,
720,Scene Graph,3D Scene Graph,http://arxiv.org/abs/2412.20473 ,Toward Scene Graph and Layout Guided Complex 3D Scene Generation,0,ai_generated,
719,Scene Graph,Representation,http://arxiv.org/abs/2412.19582 ,An Actionable Hierarchical Scene Representation Enhancing Autonomous Inspection Missions in Unknown Environments,1,ai_generated,
718,Scene Graph,Representation,http://arxiv.org/abs/2412.19571 ,xFLIE: Leveraging Actionable Hierarchical Scene Representations for Autonomous Semantic-Aware Inspection Missions,0,ai_generated,
717,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2412.19021 ,Relation-aware Hierarchical Prompt for Open-vocabulary Scene Graph Generation,0,ai_generated,
716,Scene Graph,3D Scene Graph,http://arxiv.org/abs/2412.18450 ,3DGraphLLM: Combining Semantic Graphs and Large Language Models for 3D Scene Understanding,0,ai_generated,
715,Robotics,Navigation,http://arxiv.org/abs/2412.18381 ,MR-COGraphs: Communication-efficient Multi-Robot Open-vocabulary Mapping System via 3D Scene Graphs,0,ai_generated,10.1109/lra.2025.3561569
714,Scene Graph,3D Scene Graph,http://arxiv.org/abs/2412.15199 ,LiDAR-RT: Gaussian-based Ray Tracing for Dynamic LiDAR Re-simulation,0,ai_generated,
713,Robotics,Robotic Perception,http://arxiv.org/abs/2412.14480 ,GraphEQA: Using 3D Semantic Scene Graphs for Real-time Embodied Question Answering,0,ai_generated,
712,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2412.13652 ,RelationField: Relate Anything in Radiance Fields,0,ai_generated,
711,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2412.13646 ,Transmit What You Need: Task-Adaptive Semantic Communications for Visual Information,0,ai_generated,
710,Reasoning,Retrieval,http://arxiv.org/abs/2412.12788 ,RA-SGG: Retrieval-Augmented Scene Graph Generation Framework via Multi-Prototype Learning,0,ai_generated,10.1609/aaai.v39i9.33036
709,Reasoning,Retrieval,http://arxiv.org/abs/2412.11396 ,Leveraging Retrieval-Augmented Tags for Large Vision-Language Understanding in Complex Scenes,0,ai_generated,
708,Scene Graph,Dynamic Scene Graph,http://arxiv.org/abs/2412.11026 ,SceneLLM: Implicit Language Reasoning in LLM for Dynamic Scene Graph Generation,0,ai_generated,10.1016/j.patcog.2025.111992
707,Scene Graph,Dataset/Benchmark,http://arxiv.org/abs/2412.10436 ,Benchmarking Federated Learning for Semantic Datasets: Federated Scene Graph Generation,0,ai_generated,10.1016/j.patrec.2025.07.020
706,Scene Graph,Dataset/Benchmark,http://arxiv.org/abs/2412.08614 ,Benchmarking Large Vision-Language Models via Directed Scene Graph for Comprehensive Image Captioning,1,ai_generated,10.1109/cvpr52734.2025.01827
705,Scene Graph,Dataset/Benchmark,http://arxiv.org/abs/2412.08580 ,LAION-SG: An Enhanced Large-Scale Dataset for Training Complex Image-Text Models with Structural Annotations,0,ai_generated,
704,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2412.08221 ,Generate Any Scene: Scene Graph Driven Data Synthesis for Visual Generation Training,0,ai_generated,
703,Scene Graph,Dynamic Scene Graph,http://arxiv.org/abs/2412.07160 ,Motion-aware Contrastive Learning for Temporal Panoptic Scene Graph Generation,0,ai_generated,
702,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2412.07012 ,ProVision: Programmatically Scaling Vision-centric Instruction Data for Multimodal Language Models,0,ai_generated,
